Month,Store,Metric,Amount
Jul 2022,PPM,CAM,0.41
Jul 2022,ITPL,Aggregator commission,8.65
Jul 2022,KOR,Aggregator commission,4.73
Jul 2022,DIV,Aggregator commission,4.5
Jul 2022,IND,Aggregator commission,6.52
Jul 2022,MAN,Aggregator commission,1.49
Jul 2022,MTP,Aggregator commission,0.02
Jul 2022,VIR,Aggregator commission,3.8
Jul 2022,ARK,Aggregator commission,3.59
Jul 2022,SIG,Aggregator commission,2.61
Jul 2022,HSR,Aggregator commission,8.5
Jul 2022,ORW,Aggregator commission,1.66
Jul 2022,EST,Aggregator commission,3.98
Jul 2022,JPN,Aggregator commission,4.93
Jul 2022,SYH,Aggregator commission,3.79
Jul 2022,ETF,Aggregator commission,0.02
Jul 2022,GSC,Aggregator commission,0.02
Jul 2022,ECN,Aggregator commission,5.3
Jul 2022,KCK,Aggregator commission,4.83
Jul 2022,BVG,Aggregator commission,2.76
Jul 2022,CLA,Aggregator commission,3.81
Jul 2022,VBP,Aggregator commission,4.01
Jul 2022,ADM,Aggregator commission,5.99
Jul 2022,SFC,Aggregator commission,4.2
Jul 2022,SCK,Aggregator commission,3.59
Jul 2022,SES,Aggregator commission,2.74
Jul 2022,JIG,Aggregator commission,2.18
Jul 2022,GCN,Aggregator commission,1.86
Jul 2022,ANN,Aggregator commission,1.14
Jul 2022,SKO,Aggregator commission,1.27
Jul 2022,IHY,Aggregator commission,2.74
Jul 2022,SCH,Aggregator commission,3.91
Jul 2022,LTP,Aggregator commission,1.81
Jul 2022,FSM,Aggregator commission,1.4
Jul 2022,GSM,Aggregator commission,1.91
Jul 2022,PPM,Aggregator commission,2.36
Jul 2022,FLM,Aggregator commission,3.67
Jul 2022,EGL,Marketing & advertisement,0.02
Jul 2022,ITPL,Marketing & advertisement,1.89
Jul 2022,KOR,Marketing & advertisement,0.77
Jul 2022,DIV,Marketing & advertisement,0.97
Jul 2022,IND,Marketing & advertisement,0.99
Jul 2022,MAN,Marketing & advertisement,0.91
Jul 2022,MTP,Marketing & advertisement,0.02
Jul 2022,VIR,Marketing & advertisement,0.7
Jul 2022,ARK,Marketing & advertisement,0.77
Jul 2022,SIG,Marketing & advertisement,0.51
Jul 2022,HSR,Marketing & advertisement,1.73
Jul 2022,CVR,Marketing & advertisement,0.02
Jul 2022,ORW,Marketing & advertisement,0.68
Jul 2022,EST,Marketing & advertisement,0.68
Jul 2022,JPN,Marketing & advertisement,1.29
Jul 2022,SYH,Marketing & advertisement,1.12
Jul 2022,ETF,Marketing & advertisement,0.02
Jul 2022,GSC,Marketing & advertisement,0.12
Jul 2022,ECN,Marketing & advertisement,0.2
Jul 2022,KCK,Marketing & advertisement,1.2
Jul 2022,BVG,Marketing & advertisement,1.0
Jul 2022,CLA,Marketing & advertisement,3.26
Jul 2022,VBP,Marketing & advertisement,2.04
Jul 2022,ADM,Marketing & advertisement,1.04
Jul 2022,SFC,Marketing & advertisement,1.54
Jul 2022,SCK,Marketing & advertisement,1.86
Jul 2022,SES,Marketing & advertisement,1.68
Jul 2022,JIG,Marketing & advertisement,2.75
Jul 2022,GCN,Marketing & advertisement,3.28
Jul 2022,ANN,Marketing & advertisement,1.65
Jul 2022,SKO,Marketing & advertisement,1.58
Jul 2022,IHY,Marketing & advertisement,0.96
Jul 2022,DCH,Marketing & advertisement,0.05
Jul 2022,HAA,Marketing & advertisement,0.22
Jul 2022,SCH,Marketing & advertisement,0.06
Jul 2022,LTP,Marketing & advertisement,1.86
Jul 2022,FSM,Marketing & advertisement,0.44
Jul 2022,GSM,Marketing & advertisement,0.74
Jul 2022,PPM,Marketing & advertisement,1.28
Jul 2022,FLM,Marketing & advertisement,1.89
Jul 2022,EGL,Other opex expenses,0.66
Jul 2022,ITPL,Other opex expenses,1.75
Jul 2022,RMZ,Other opex expenses,0.01
Jul 2022,KOR,Other opex expenses,1.08
Jul 2022,INB,Other opex expenses,0.0
Jul 2022,DIV,Other opex expenses,1.38
Jul 2022,IND,Other opex expenses,1.54
Jul 2022,BAG,Other opex expenses,0.02
Jul 2022,DLF,Other opex expenses,0.0
Jul 2022,MAN,Other opex expenses,0.83
Jul 2022,MTP,Other opex expenses,0.94
Jul 2022,ETV,Other opex expenses,0.0
Jul 2022,VIR,Other opex expenses,1.03
Jul 2022,ARK,Other opex expenses,1.34
Jul 2022,SIG,Other opex expenses,0.92
Jul 2022,HSR,Other opex expenses,1.44
Jul 2022,CVR,Other opex expenses,0.85
Jul 2022,SJP,Other opex expenses,0.1
Jul 2022,ORW,Other opex expenses,0.9
Jul 2022,EST,Other opex expenses,0.9
Jul 2022,ORE,Other opex expenses,0.0
Jul 2022,AUR,Other opex expenses,0.0
Jul 2022,JPN,Other opex expenses,1.11
Jul 2022,JPC,Other opex expenses,0.0
Jul 2022,PTP,Other opex expenses,0.0
Jul 2022,SEC,Other opex expenses,0.0
Jul 2022,SYH,Other opex expenses,0.91
Jul 2022,ETF,Other opex expenses,0.79
Jul 2022,GSC,Other opex expenses,0.5
Jul 2022,PRI,Other opex expenses,0.01
Jul 2022,ECN,Other opex expenses,1.13
Jul 2022,RGA,Other opex expenses,0.02
Jul 2022,MIL,Other opex expenses,0.0
Jul 2022,KCK,Other opex expenses,1.15
Jul 2022,BVG,Other opex expenses,1.05
Jul 2022,CLA,Other opex expenses,1.11
Jul 2022,CTS,Other opex expenses,0.0
Jul 2022,VBP,Other opex expenses,1.18
Jul 2022,ADM,Other opex expenses,1.36
Jul 2022,SFC,Other opex expenses,1.16
Jul 2022,SCK,Other opex expenses,1.07
Jul 2022,SES,Other opex expenses,0.97
Jul 2022,JIG,Other opex expenses,0.94
Jul 2022,GCN,Other opex expenses,1.06
Jul 2022,ANN,Other opex expenses,1.44
Jul 2022,SKO,Other opex expenses,1.5
Jul 2022,IHY,Other opex expenses,1.26
Jul 2022,DCH,Other opex expenses,1.68
Jul 2022,HAA,Other opex expenses,1.09
Jul 2022,SCH,Other opex expenses,1.23
Jul 2022,LTP,Other opex expenses,1.43
Jul 2022,FSM,Other opex expenses,1.18
Jul 2022,GSM,Other opex expenses,0.94
Jul 2022,PPM,Other opex expenses,0.7
Jul 2022,FLM,Other opex expenses,1.39
Jul 2022,EGL,Total outlet expenses,3.55
Jul 2022,ITPL,Total outlet expenses,24.04
Jul 2022,RMZ,Total outlet expenses,0.01
Jul 2022,KOR,Total outlet expenses,12.19
Jul 2022,INB,Total outlet expenses,0.0
Jul 2022,DIV,Total outlet expenses,13.05
Jul 2022,IND,Total outlet expenses,15.3
Jul 2022,BAG,Total outlet expenses,0.02
Jul 2022,DLF,Total outlet expenses,0.0
Jul 2022,MAN,Total outlet expenses,8.57
Jul 2022,MTP,Total outlet expenses,3.69
Jul 2022,ETV,Total outlet expenses,0.0
Jul 2022,VIR,Total outlet expenses,11.17
Jul 2022,ARK,Total outlet expenses,11.63
Jul 2022,SIG,Total outlet expenses,8.79
Jul 2022,HSR,Total outlet expenses,19.1
Jul 2022,CVR,Total outlet expenses,4.34
Jul 2022,SJP,Total outlet expenses,0.42
Jul 2022,ORW,Total outlet expenses,11.54
Jul 2022,EST,Total outlet expenses,10.39
Jul 2022,ORE,Total outlet expenses,0.0
Jul 2022,AUR,Total outlet expenses,0.0
Jul 2022,JPN,Total outlet expenses,15.45
Jul 2022,JPC,Total outlet expenses,0.0
Jul 2022,PTP,Total outlet expenses,0.0
Jul 2022,SEC,Total outlet expenses,0.0
Jul 2022,SYH,Total outlet expenses,9.9
Jul 2022,ETF,Total outlet expenses,4.42
Jul 2022,GSC,Total outlet expenses,3.7
Jul 2022,PRI,Total outlet expenses,0.01
Jul 2022,ECN,Total outlet expenses,13.31
Jul 2022,RGA,Total outlet expenses,0.02
Jul 2022,MIL,Total outlet expenses,0.0
Jul 2022,KCK,Total outlet expenses,11.44
Jul 2022,BVG,Total outlet expenses,9.57
Jul 2022,CLA,Total outlet expenses,11.51
Jul 2022,CTS,Total outlet expenses,0.0
Jul 2022,VBP,Total outlet expenses,14.43
Jul 2022,ADM,Total outlet expenses,17.04
Jul 2022,SFC,Total outlet expenses,10.87
Jul 2022,SCK,Total outlet expenses,10.91
Jul 2022,SES,Total outlet expenses,8.3
Jul 2022,JIG,Total outlet expenses,12.02
Jul 2022,GCN,Total outlet expenses,12.84
Jul 2022,ANN,Total outlet expenses,9.95
Jul 2022,SKO,Total outlet expenses,9.7
Jul 2022,IHY,Total outlet expenses,15.79
Jul 2022,DCH,Total outlet expenses,3.63
Jul 2022,HAA,Total outlet expenses,11.49
Jul 2022,SCH,Total outlet expenses,14.52
Jul 2022,LTP,Total outlet expenses,11.57
Jul 2022,FSM,Total outlet expenses,11.33
Jul 2022,GSM,Total outlet expenses,7.92
Jul 2022,PPM,Total outlet expenses,9.43
Jul 2022,FLM,Total outlet expenses,13.7
Jul 2022,EGL,Outlet EBITDA,0.51
Jul 2022,ITPL,Outlet EBITDA,7.73
Jul 2022,RMZ,Outlet EBITDA,-0.01
Jul 2022,KOR,Outlet EBITDA,6.18
Jul 2022,INB,Outlet EBITDA,0.0
Jul 2022,DIV,Outlet EBITDA,8.87
Jul 2022,IND,Outlet EBITDA,8.45
Jul 2022,BAG,Outlet EBITDA,-0.02
Jul 2022,DLF,Outlet EBITDA,0.0
Jul 2022,MAN,Outlet EBITDA,3.72
Jul 2022,MTP,Outlet EBITDA,-0.72
Jul 2022,ETV,Outlet EBITDA,0.0
Jul 2022,VIR,Outlet EBITDA,10.16
Jul 2022,ARK,Outlet EBITDA,7.12
Jul 2022,SIG,Outlet EBITDA,2.8
Jul 2022,HSR,Outlet EBITDA,13.77
Jul 2022,CVR,Outlet EBITDA,1.25
Jul 2022,SJP,Outlet EBITDA,-0.42
Jul 2022,ORW,Outlet EBITDA,4.34
Jul 2022,EST,Outlet EBITDA,5.44
Jul 2022,ORE,Outlet EBITDA,0.0
Jul 2022,AUR,Outlet EBITDA,0.0
Jul 2022,JPN,Outlet EBITDA,5.75
Jul 2022,JPC,Outlet EBITDA,0.0
Jul 2022,PTP,Outlet EBITDA,0.0
Jul 2022,SEC,Outlet EBITDA,0.0
Jul 2022,SYH,Outlet EBITDA,0.66
Jul 2022,ETF,Outlet EBITDA,2.17
Jul 2022,GSC,Outlet EBITDA,1.17
Jul 2022,PRI,Outlet EBITDA,-0.01
Jul 2022,ECN,Outlet EBITDA,8.99
Jul 2022,RGA,Outlet EBITDA,-0.02
Jul 2022,MIL,Outlet EBITDA,0.0
Jul 2022,KCK,Outlet EBITDA,2.7
Jul 2022,BVG,Outlet EBITDA,3.39
Jul 2022,CLA,Outlet EBITDA,-0.24
Jul 2022,CTS,Outlet EBITDA,0.0
Jul 2022,VBP,Outlet EBITDA,0.61
Jul 2022,ADM,Outlet EBITDA,4.2
Jul 2022,SFC,Outlet EBITDA,1.5
Jul 2022,SCK,Outlet EBITDA,-0.57
Jul 2022,SES,Outlet EBITDA,-0.47
Jul 2022,JIG,Outlet EBITDA,-3.03
Jul 2022,GCN,Outlet EBITDA,-5.04
Jul 2022,ANN,Outlet EBITDA,-2.77
Jul 2022,SKO,Outlet EBITDA,-3.27
Jul 2022,IHY,Outlet EBITDA,7.27
Jul 2022,DCH,Outlet EBITDA,2.96
Jul 2022,HAA,Outlet EBITDA,-3.07
Jul 2022,SCH,Outlet EBITDA,7.03
Jul 2022,LTP,Outlet EBITDA,-1.75
Jul 2022,FSM,Outlet EBITDA,4.56
Jul 2022,GSM,Outlet EBITDA,0.69
Jul 2022,PPM,Outlet EBITDA,1.23
Jul 2022,FLM,Outlet EBITDA,-0.37
Aug 2022,EGL,Gross Sales,6.31
Aug 2022,ITPL,Gross Sales,47.53
Aug 2022,KOR,Gross Sales,26.65
Aug 2022,DIV,Gross Sales,29.36
Aug 2022,IND,Gross Sales,32.45
Aug 2022,MAN,Gross Sales,17.13
Aug 2022,MTP,Gross Sales,6.05
Aug 2022,VIR,Gross Sales,32.53
Aug 2022,ARK,Gross Sales,26.67
Aug 2022,SIG,Gross Sales,17.7
Aug 2022,HSR,Gross Sales,44.01
Aug 2022,CVR,Gross Sales,7.69
Aug 2022,ORW,Gross Sales,25.3
Aug 2022,EST,Gross Sales,23.06
Aug 2022,JPN,Gross Sales,29.03
Aug 2022,SYH,Gross Sales,17.49
Aug 2022,ETF,Gross Sales,9.74
Aug 2022,GSC,Gross Sales,7.16
Aug 2022,PRI,Gross Sales,1.36
Aug 2022,ECN,Gross Sales,27.39
Aug 2022,KCK,Gross Sales,19.32
Aug 2022,BVG,Gross Sales,18.39
Aug 2022,CLA,Gross Sales,16.89
Aug 2022,VBP,Gross Sales,21.49
Aug 2022,ADM,Gross Sales,32.34
Aug 2022,SFC,Gross Sales,17.05
Aug 2022,SCK,Gross Sales,17.26
Aug 2022,SES,Gross Sales,10.62
Aug 2022,JIG,Gross Sales,15.26
Aug 2022,GCN,Gross Sales,11.95
Aug 2022,ANN,Gross Sales,14.66
Aug 2022,SKO,Gross Sales,15.57
Aug 2022,IHY,Gross Sales,34.27
Aug 2022,DCH,Gross Sales,14.93
Aug 2022,HAA,Gross Sales,17.22
Aug 2022,SCH,Gross Sales,34.73
Aug 2022,LTP,Gross Sales,18.48
Aug 2022,FSM,Gross Sales,23.17
Aug 2022,GSM,Gross Sales,14.66
Aug 2022,PPM,Gross Sales,20.88
Aug 2022,FLM,Gross Sales,25.34
Aug 2022,EGL,GST,0.3
Aug 2022,ITPL,GST,0.94
Aug 2022,KOR,GST,0.27
Aug 2022,DIV,GST,0.58
Aug 2022,IND,GST,0.36
Aug 2022,BAG,GST,0.0
Aug 2022,DLF,GST,0.0
Aug 2022,MAN,GST,0.54
Aug 2022,MTP,GST,0.29
Aug 2022,ETV,GST,0.0
Aug 2022,VIR,GST,0.84
Aug 2022,ARK,GST,0.27
Aug 2022,SIG,GST,0.3
Aug 2022,HSR,GST,0.46
Aug 2022,CVR,GST,0.37
Aug 2022,SJP,GST,0.0
Aug 2022,ORW,GST,0.84
Aug 2022,EST,GST,0.25
Aug 2022,ORE,GST,0.0
Aug 2022,AUR,GST,0.0
Aug 2022,JPN,GST,0.44
Aug 2022,JPC,GST,0.0
Aug 2022,PTP,GST,0.0
Aug 2022,SEC,GST,0.0
Aug 2022,SYH,GST,0.08
Aug 2022,ETF,GST,0.46
Aug 2022,GSC,GST,0.34
Aug 2022,PRI,GST,0.06
Aug 2022,ECN,GST,0.4
Aug 2022,RGA,GST,0.0
Aug 2022,MIL,GST,0.0
Aug 2022,KCK,GST,0.0
Aug 2022,BVG,GST,0.31
Aug 2022,CLA,GST,0.01
Aug 2022,CTS,GST,0.0
Aug 2022,VBP,GST,0.3
Aug 2022,ADM,GST,0.24
Aug 2022,SFC,GST,0.01
Aug 2022,SCK,GST,0.01
Aug 2022,SES,GST,0.0
Aug 2022,JIG,GST,0.25
Aug 2022,GCN,GST,0.2
Aug 2022,ANN,GST,0.36
Aug 2022,SKO,GST,0.31
Aug 2022,IHY,GST,1.12
Aug 2022,DCH,GST,0.71
Aug 2022,HAA,GST,0.82
Aug 2022,SCH,GST,0.8
Aug 2022,LTP,GST,0.48
Aug 2022,FSM,GST,0.79
Aug 2022,GSM,GST,0.28
Aug 2022,PPM,GST,0.47
Aug 2022,FLM,GST,0.28
Aug 2022,EGL,Net Sales,6.01
Aug 2022,ITPL,Net Sales,46.6
Aug 2022,KOR,Net Sales,26.38
Aug 2022,DIV,Net Sales,28.79
Aug 2022,IND,Net Sales,32.1
Aug 2022,MAN,Net Sales,16.59
Aug 2022,MTP,Net Sales,5.76
Aug 2022,VIR,Net Sales,31.69
Aug 2022,ARK,Net Sales,26.4
Aug 2022,SIG,Net Sales,17.39
Aug 2022,HSR,Net Sales,43.55
Aug 2022,CVR,Net Sales,7.32
Aug 2022,ORW,Net Sales,24.46
Aug 2022,EST,Net Sales,22.81
Aug 2022,JPN,Net Sales,28.59
Aug 2022,SYH,Net Sales,17.41
Aug 2022,ETF,Net Sales,9.28
Aug 2022,GSC,Net Sales,6.82
Aug 2022,PRI,Net Sales,1.3
Aug 2022,ECN,Net Sales,27.0
Aug 2022,KCK,Net Sales,19.32
Aug 2022,BVG,Net Sales,18.08
Aug 2022,CLA,Net Sales,16.87
Aug 2022,CTS,Net Sales,0.0
Aug 2022,VBP,Net Sales,21.19
Aug 2022,ADM,Net Sales,32.1
Aug 2022,SFC,Net Sales,17.04
Aug 2022,SCK,Net Sales,17.25
Aug 2022,SES,Net Sales,10.62
Aug 2022,JIG,Net Sales,15.01
Aug 2022,GCN,Net Sales,11.75
Aug 2022,ANN,Net Sales,14.3
Aug 2022,SKO,Net Sales,15.25
Aug 2022,IHY,Net Sales,33.14
Aug 2022,DCH,Net Sales,14.22
Aug 2022,HAA,Net Sales,16.4
Aug 2022,SCH,Net Sales,33.94
Aug 2022,LTP,Net Sales,18.0
Aug 2022,FSM,Net Sales,22.37
Aug 2022,GSM,Net Sales,14.39
Aug 2022,PPM,Net Sales,20.41
Aug 2022,FLM,Net Sales,25.06
Aug 2022,EGL,COGS (food +packaging),2.15
Aug 2022,ITPL,COGS (food +packaging),19.86
Aug 2022,RMZ,COGS (food +packaging),0.0
Aug 2022,KOR,COGS (food +packaging),9.73
Aug 2022,INB,COGS (food +packaging),0.0
Aug 2022,DIV,COGS (food +packaging),11.3
Aug 2022,IND,COGS (food +packaging),12.38
Aug 2022,BAG,COGS (food +packaging),0.0
Aug 2022,DLF,COGS (food +packaging),0.0
Aug 2022,MAN,COGS (food +packaging),6.2
Aug 2022,MTP,COGS (food +packaging),1.98
Aug 2022,ETV,COGS (food +packaging),0.0
Aug 2022,VIR,COGS (food +packaging),12.09
Aug 2022,ARK,COGS (food +packaging),9.2
Aug 2022,SIG,COGS (food +packaging),6.2
Aug 2022,HSR,COGS (food +packaging),15.47
Aug 2022,CVR,COGS (food +packaging),2.64
Aug 2022,SJP,COGS (food +packaging),0.0
Aug 2022,ORW,COGS (food +packaging),8.91
Aug 2022,EST,COGS (food +packaging),7.86
Aug 2022,ORE,COGS (food +packaging),0.0
Aug 2022,AUR,COGS (food +packaging),0.0
Aug 2022,JPN,COGS (food +packaging),10.49
Aug 2022,JPC,COGS (food +packaging),0.0
Aug 2022,PTP,COGS (food +packaging),0.0
Aug 2022,SEC,COGS (food +packaging),0.0
Aug 2022,SYH,COGS (food +packaging),6.98
Aug 2022,ETF,COGS (food +packaging),3.12
Aug 2022,GSC,COGS (food +packaging),2.61
Aug 2022,PRI,COGS (food +packaging),0.77
Aug 2022,ECN,COGS (food +packaging),9.73
Aug 2022,RGA,COGS (food +packaging),0.0
Aug 2022,MIL,COGS (food +packaging),0.0
Aug 2022,KCK,COGS (food +packaging),7.44
Aug 2022,BVG,COGS (food +packaging),6.57
Aug 2022,CLA,COGS (food +packaging),7.61
Aug 2022,CTS,COGS (food +packaging),0.0
Aug 2022,VBP,COGS (food +packaging),8.37
Aug 2022,ADM,COGS (food +packaging),12.93
Aug 2022,SFC,COGS (food +packaging),7.09
Aug 2022,SCK,COGS (food +packaging),7.74
Aug 2022,SES,COGS (food +packaging),4.62
Aug 2022,JIG,COGS (food +packaging),6.52
Aug 2022,GCN,COGS (food +packaging),5.37
Aug 2022,ANN,COGS (food +packaging),6.06
Aug 2022,SKO,COGS (food +packaging),6.61
Aug 2022,IHY,COGS (food +packaging),14.38
Aug 2022,DCH,COGS (food +packaging),6.48
Aug 2022,HAA,COGS (food +packaging),6.24
Aug 2022,SCH,COGS (food +packaging),12.46
Aug 2022,LTP,COGS (food +packaging),7.46
Aug 2022,FSM,COGS (food +packaging),8.57
Aug 2022,GSM,COGS (food +packaging),6.01
Aug 2022,PPM,COGS (food +packaging),8.41
Aug 2022,FLM,COGS (food +packaging),11.17
Aug 2022,EGL,Gross margin,3.86
Aug 2022,ITPL,Gross margin,26.74
Aug 2022,RMZ,Gross margin,0.0
Aug 2022,KOR,Gross margin,16.65
Aug 2022,INB,Gross margin,0.0
Aug 2022,DIV,Gross margin,17.49
Aug 2022,IND,Gross margin,19.71
Aug 2022,BAG,Gross margin,0.0
Aug 2022,DLF,Gross margin,0.0
Aug 2022,MAN,Gross margin,10.39
Aug 2022,MTP,Gross margin,3.78
Aug 2022,ETV,Gross margin,0.0
Aug 2022,VIR,Gross margin,19.6
Aug 2022,ARK,Gross margin,17.2
Aug 2022,SIG,Gross margin,11.19
Aug 2022,HSR,Gross margin,28.08
Aug 2022,CVR,Gross margin,4.69
Aug 2022,SJP,Gross margin,0.0
Aug 2022,ORW,Gross margin,15.55
Aug 2022,EST,Gross margin,14.96
Aug 2022,ORE,Gross margin,0.0
Aug 2022,AUR,Gross margin,0.0
Aug 2022,JPN,Gross margin,18.1
Aug 2022,JPC,Gross margin,0.0
Aug 2022,PTP,Gross margin,0.0
Aug 2022,SEC,Gross margin,0.0
Aug 2022,SYH,Gross margin,10.42
Aug 2022,ETF,Gross margin,6.16
Aug 2022,GSC,Gross margin,4.21
Aug 2022,PRI,Gross margin,0.53
Aug 2022,ECN,Gross margin,17.27
Aug 2022,RGA,Gross margin,0.0
Aug 2022,MIL,Gross margin,0.0
Aug 2022,KCK,Gross margin,11.88
Aug 2022,BVG,Gross margin,11.51
Aug 2022,CLA,Gross margin,9.27
Aug 2022,CTS,Gross margin,0.0
Aug 2022,VBP,Gross margin,12.81
Aug 2022,ADM,Gross margin,19.16
Aug 2022,SFC,Gross margin,9.95
Aug 2022,SCK,Gross margin,9.51
Aug 2022,SES,Gross margin,6.01
Aug 2022,JIG,Gross margin,8.49
Aug 2022,GCN,Gross margin,6.38
Aug 2022,ANN,Gross margin,8.24
Aug 2022,SKO,Gross margin,8.64
Aug 2022,IHY,Gross margin,18.77
Aug 2022,DCH,Gross margin,7.73
Aug 2022,HAA,Gross margin,10.16
Aug 2022,SCH,Gross margin,21.48
Aug 2022,LTP,Gross margin,10.54
Aug 2022,FSM,Gross margin,13.8
Aug 2022,GSM,Gross margin,8.37
Aug 2022,PPM,Gross margin,12.01
Aug 2022,FLM,Gross margin,13.88
Aug 2022,EGL,store Labor Cost,1.28
Aug 2022,ITPL,store Labor Cost,4.7
Aug 2022,RMZ,store Labor Cost,0.0
Aug 2022,KOR,store Labor Cost,3.04
Aug 2022,INB,store Labor Cost,0.0
Aug 2022,DIV,store Labor Cost,3.08
Aug 2022,IND,store Labor Cost,3.59
Aug 2022,BAG,store Labor Cost,0.04
Aug 2022,DLF,store Labor Cost,0.0
Aug 2022,MAN,store Labor Cost,2.24
Aug 2022,MTP,store Labor Cost,1.7
Aug 2022,ETV,store Labor Cost,0.0
Aug 2022,VIR,store Labor Cost,2.95
Aug 2022,ARK,store Labor Cost,2.81
Aug 2022,SIG,store Labor Cost,2.25
Aug 2022,HSR,store Labor Cost,4.05
Aug 2022,CVR,store Labor Cost,1.79
Aug 2022,SJP,store Labor Cost,0.19
Aug 2022,ORW,store Labor Cost,2.47
Aug 2022,EST,store Labor Cost,2.62
Aug 2022,ORE,store Labor Cost,0.0
Aug 2022,AUR,store Labor Cost,0.0
Aug 2022,JPN,store Labor Cost,3.45
Aug 2022,JPC,store Labor Cost,0.0
Aug 2022,PTP,store Labor Cost,0.0
Aug 2022,SEC,store Labor Cost,0.0
Aug 2022,SYH,store Labor Cost,2.87
Aug 2022,ETF,store Labor Cost,1.61
Aug 2022,GSC,store Labor Cost,2.03
Aug 2022,PRI,store Labor Cost,1.55
Aug 2022,ECN,store Labor Cost,3.11
Aug 2022,RGA,store Labor Cost,0.0
Aug 2022,MIL,store Labor Cost,0.0
Aug 2022,KCK,store Labor Cost,2.82
Aug 2022,BVG,store Labor Cost,2.62
Aug 2022,CLA,store Labor Cost,2.13
Aug 2022,VBP,store Labor Cost,3.18
Aug 2022,ADM,store Labor Cost,3.54
Aug 2022,SFC,store Labor Cost,2.81
Aug 2022,SCK,store Labor Cost,2.8
Aug 2022,SES,store Labor Cost,2.18
Aug 2022,JIG,store Labor Cost,3.09
Aug 2022,GCN,store Labor Cost,3.04
Aug 2022,ANN,store Labor Cost,2.71
Aug 2022,SKO,store Labor Cost,2.63
Aug 2022,IHY,store Labor Cost,3.09
Aug 2022,DCH,store Labor Cost,1.9
Aug 2022,HAA,store Labor Cost,3.36
Aug 2022,SCH,store Labor Cost,3.24
Aug 2022,LTP,store Labor Cost,3.16
Aug 2022,FSM,store Labor Cost,3.27
Aug 2022,GSM,store Labor Cost,3.29
Aug 2022,PPM,store Labor Cost,2.71
Aug 2022,FLM,store Labor Cost,3.91
Aug 2022,EGL,Utility Cost,0.56
Aug 2022,ITPL,Utility Cost,1.37
Aug 2022,RMZ,Utility Cost,0.0
Aug 2022,KOR,Utility Cost,1.2
Aug 2022,INB,Utility Cost,0.0
Aug 2022,DIV,Utility Cost,1.73
Aug 2022,IND,Utility Cost,1.59
Aug 2022,BAG,Utility Cost,0.0
Aug 2022,DLF,Utility Cost,0.0
Aug 2022,MAN,Utility Cost,0.84
Aug 2022,MTP,Utility Cost,0.78
Aug 2022,ETV,Utility Cost,0.0
Aug 2022,VIR,Utility Cost,1.29
Aug 2022,ARK,Utility Cost,2.01
Aug 2022,SIG,Utility Cost,1.09
Aug 2022,HSR,Utility Cost,1.56
Aug 2022,CVR,Utility Cost,1.1
Aug 2022,SJP,Utility Cost,0.12
Aug 2022,ORW,Utility Cost,1.13
Aug 2022,EST,Utility Cost,1.36
Aug 2022,ORE,Utility Cost,0.0
Aug 2022,AUR,Utility Cost,0.0
Aug 2022,JPN,Utility Cost,1.77
Aug 2022,JPC,Utility Cost,0.0
Aug 2022,PTP,Utility Cost,0.0
Aug 2022,SEC,Utility Cost,0.0
Aug 2022,SYH,Utility Cost,1.28
Aug 2022,ETF,Utility Cost,0.54
Aug 2022,GSC,Utility Cost,0.0
Aug 2022,PRI,Utility Cost,0.18
Aug 2022,ECN,Utility Cost,0.85
Aug 2022,RGA,Utility Cost,0.0
Aug 2022,MIL,Utility Cost,0.0
Aug 2022,KCK,Utility Cost,1.28
Aug 2022,BVG,Utility Cost,0.95
Aug 2022,CLA,Utility Cost,1.19
Aug 2022,CTS,Utility Cost,0.0
Aug 2022,VBP,Utility Cost,0.99
Aug 2022,ADM,Utility Cost,0.81
Aug 2022,SFC,Utility Cost,0.8
Aug 2022,SCK,Utility Cost,0.93
Aug 2022,SES,Utility Cost,0.74
Aug 2022,JIG,Utility Cost,1.65
Aug 2022,GCN,Utility Cost,1.3
Aug 2022,ANN,Utility Cost,1.48
Aug 2022,SKO,Utility Cost,1.75
Aug 2022,IHY,Utility Cost,1.0
Aug 2022,DCH,Utility Cost,0.0
Aug 2022,HAA,Utility Cost,1.61
Aug 2022,SCH,Utility Cost,1.22
Aug 2022,LTP,Utility Cost,1.48
Aug 2022,FSM,Utility Cost,0.77
Aug 2022,GSM,Utility Cost,0.78
Aug 2022,PPM,Utility Cost,0.64
Aug 2022,FLM,Utility Cost,1.33
Aug 2022,EGL,Rent,0.85
Aug 2022,ITPL,Rent,4.61
Aug 2022,RMZ,Rent,0.0
Aug 2022,KOR,Rent,1.3
Aug 2022,DIV,Rent,1.02
Aug 2022,IND,Rent,1.39
Aug 2022,BAG,Rent,0.0
Aug 2022,MAN,Rent,1.96
Aug 2022,MTP,Rent,0.82
Aug 2022,ARK,Rent,1.36
Aug 2022,SIG,Rent,1.68
Aug 2022,HSR,Rent,1.82
Aug 2022,CVR,Rent,0.5
Aug 2022,SJP,Rent,0.04
Aug 2022,ORW,Rent,3.84
Aug 2022,EST,Rent,0.79
Aug 2022,JPN,Rent,2.93
Aug 2022,SYH,Rent,0.75
Aug 2022,ETF,Rent,1.31
Aug 2022,GSC,Rent,0.8
Aug 2022,ECN,Rent,2.57
Aug 2022,RGA,Rent,0.0
Aug 2022,KCK,Rent,0.35
Aug 2022,BVG,Rent,1.27
